Y,age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed
1,31,technician,divorced,professional.course,0,1,0,cellular,jul,wed,1,0,1.4,93.918,-42.7,4.962,5228.1
1,34,blue-collar,married,basic.6y,0,0,0,cellular,jul,wed,3,0,1.4,93.918,-42.7,4.962,5228.1
0,43,admin.,married,university.degree,0,1,0,cellular,jul,wed,13,0,1.4,93.918,-42.7,4.962,5228.1
0,33,admin.,married,high.school,0,1,0,cellular,jul,wed,1,0,1.4,93.918,-42.7,4.962,5228.1
0,28,blue-collar,single,professional.course,0,1,0,cellular,jul,wed,2,0,1.4,93.918,-42.7,4.962,5228.1
0,44,technician,married,high.school,0,0,0,cellular,jul,wed,1,0,1.4,93.918,-42.7,4.962,5228.1
0,52,management,married,professional.course,0,0,0,cellular,jul,wed,1,0,1.4,93.918,-42.7,4.962,5228.1
0,36,admin.,divorced,high.school,0,1,1,cellular,jul,wed,2,0,1.4,93.918,-42.7,4.962,5228.1
0,49,blue-collar,single,basic.4y,0,0,0,cellular,jul,wed,1,0,1.4,93.918,-42.7,4.962,5228.1
1,51,admin.,married,university.degree,0,1,0,cellular,jul,wed,3,0,1.4,93.918,-42.7,4.962,5228.1
0,47,blue-collar,married,basic.4y,0,0,0,cellular,jul,wed,1,0,1.4,93.918,-42.7,4.962,5228.1
0,31,other,married,basic.9y,0,1,0,cellular,jul,wed,1,0,1.4,93.918,-42.7,4.962,5228.1
0,22,other,single,high.school,0,0,1,cellular,jul,wed,1,0,1.4,93.918,-42.7,4.962,5228.1
1,31,blue-collar,married,basic.9y,0,1,0,cellular,jul,wed,1,0,1.4,93.918,-42.7,4.962,5228.1
0,43,admin.,married,university.degree,0,1,0,cellular,jul,wed,1,0,1.4,93.918,-42.7,4.962,5228.1
0,41,blue-collar,single,basic.4y,0,0,0,cellular,jul,wed,1,0,1.4,93.918,-42.7,4.962,5228.1
0,40,other,married,university.degree,0,1,0,cellular,jul,wed,1,0,1.4,93.918,-42.7,4.962,5228.1
1,31,blue-collar,married,basic.9y,0,1,0,cellular,jul,wed,1,0,1.4,93.918,-42.7,4.962,5228.1
0,55,retired,married,basic.9y,0,0,0,cellular,jul,wed,1,0,1.4,93.918,-42.7,4.962,5228.1
1,26,blue-collar,single,basic.9y,0,0,0,cellular,jul,wed,1,0,1.4,93.918,-42.7,4.962,5228.1
0,44,admin.,married,high.school,0,1,0,cellular,jul,wed,1,0,1.4,93.918,-42.7,4.962,5228.1
0,29,services,divorced,high.school,0,1,0,cellular,jul,wed,1,0,1.4,93.918,-42.7,4.962,5228.1
0,32,admin.,single,university.degree,0,0,0,cellular,jul,wed,2,0,1.4,93.918,-42.7,4.962,5228.1
0,32,admin.,divorced,high.school,0,0,0,cellular,jul,wed,3,0,1.4,93.918,-42.7,4.962,5228.1
0,29,services,divorced,high.school,0,1,0,cellular,jul,wed,1,0,1.4,93.918,-42.7,4.962,5228.1
1,44,admin.,married,high.school,0,0,0,cellular,jul,wed,1,0,1.4,93.918,-42.7,4.962,5228.1
0,28,other,married,university.degree,0,0,0,cellular,jul,wed,1,0,1.4,93.918,-42.7,4.962,5228.1
0,28,other,married,university.degree,0,0,0,cellular,jul,wed,1,0,1.4,93.918,-42.7,4.962,5228.1
0,32,technician,single,university.degree,0,1,0,cellular,jul,wed,1,0,1.4,93.918,-42.7,4.962,5228.1
0,40,admin.,married,high.school,0,0,1,telephone,jul,wed,1,0,1.4,93.918,-42.7,4.962,5228.1
0,36,technician,married,professional.course,0,1,0,cellular,jul,wed,1,0,1.4,93.918,-42.7,4.962,5228.1
0,51,management,married,university.degree,0,1,0,cellular,jul,wed,1,0,1.4,93.918,-42.7,4.962,5228.1
0,28,technician,single,university.degree,0,0,0,cellular,jul,wed,2,0,1.4,93.918,-42.7,4.962,5228.1
0,41,other,married,basic.4y,0,0,0,cellular,jul,wed,1,0,1.4,93.918,-42.7,4.962,5228.1
0,29,admin.,married,university.degree,0,1,0,cellular,jul,wed,1,0,1.4,93.918,-42.7,4.962,5228.1
0,26,services,married,high.school,0,0,0,cellular,jul,wed,6,0,1.4,93.918,-42.7,4.962,5228.1
0,28,services,married,high.school,0,1,0,telephone,jul,wed,2,0,1.4,93.918,-42.7,4.962,5228.1
0,28,blue-collar,married,basic.4y,0,0,1,cellular,jul,wed,2,0,1.4,93.918,-42.7,4.962,5228.1
0,45,other,married,basic.9y,0,1,1,cellular,jul,wed,1,0,1.4,93.918,-42.7,4.962,5228.1
0,37,other,divorced,university.degree,0,1,0,cellular,jul,wed,1,0,1.4,93.918,-42.7,4.962,5228.1
0,26,management,single,university.degree,0,1,0,cellular,jul,wed,1,0,1.4,93.918,-42.7,4.962,5228.1
0,30,blue-collar,married,basic.9y,0,1,0,cellular,jul,wed,1,0,1.4,93.918,-42.7,4.962,5228.1
0,45,blue-collar,divorced,professional.course,0,0,0,cellular,jul,wed,1,0,1.4,93.918,-42.7,4.962,5228.1
0,36,admin.,divorced,high.school,0,1,0,cellular,jul,wed,4,0,1.4,93.918,-42.7,4.962,5228.1
0,39,admin.,married,basic.9y,0,0,0,cellular,jul,wed,1,0,1.4,93.918,-42.7,4.962,5228.1
0,42,blue-collar,married,basic.6y,0,1,0,cellular,jul,wed,1,0,1.4,93.918,-42.7,4.962,5228.1
0,42,other,married,high.school,0,0,0,cellular,jul,wed,3,0,1.4,93.918,-42.7,4.962,5228.1
0,40,services,married,high.school,0,0,0,cellular,jul,wed,1,0,1.4,93.918,-42.7,4.962,5228.1
0,34,blue-collar,married,basic.4y,0,0,0,cellular,jul,wed,1,0,1.4,93.918,-42.7,4.962,5228.1
0,38,services,married,high.school,0,0,0,telephone,jul,wed,1,0,1.4,93.918,-42.7,4.962,5228.1
0,57,blue-collar,married,basic.9y,0,0,0,telephone,jul,wed,1,0,1.4,93.918,-42.7,4.962,5228.1
0,57,other,married,university.degree,0,1,0,cellular,jul,wed,1,0,1.4,93.918,-42.7,4.962,5228.1
0,57,other,married,university.degree,0,0,0,cellular,jul,wed,1,0,1.4,93.918,-42.7,4.962,5228.1
0,30,admin.,married,university.degree,0,0,0,cellular,jul,wed,6,0,1.4,93.918,-42.7,4.962,5228.1
0,40,blue-collar,married,basic.6y,0,1,0,cellular,jul,wed,1,0,1.4,93.918,-42.7,4.962,5228.1
0,34,blue-collar,single,basic.9y,0,0,0,cellular,jul,wed,3,0,1.4,93.918,-42.7,4.962,5228.1
0,27,blue-collar,single,basic.4y,0,1,0,cellular,jul,wed,5,0,1.4,93.918,-42.7,4.962,5228.1
0,30,technician,single,university.degree,0,0,0,telephone,jul,wed,1,0,1.4,93.918,-42.7,4.962,5228.1
0,60,blue-collar,married,basic.4y,0,0,0,telephone,jul,wed,1,0,1.4,93.918,-42.7,4.962,5228.1
0,33,blue-collar,married,basic.6y,0,0,0,cellular,jul,wed,1,0,1.4,93.918,-42.7,4.962,5228.1
0,60,blue-collar,married,basic.4y,0,0,1,telephone,jul,wed,1,0,1.4,93.918,-42.7,4.962,5228.1
0,34,admin.,married,high.school,0,1,0,cellular,jul,wed,1,0,1.4,93.918,-42.7,4.962,5228.1
0,34,admin.,married,high.school,0,0,0,cellular,jul,wed,1,0,1.4,93.918,-42.7,4.962,5228.1
1,34,admin.,married,high.school,0,0,0,cellular,jul,wed,5,0,1.4,93.918,-42.7,4.962,5228.1
0,24,management,married,university.degree,0,0,0,cellular,jul,wed,2,0,1.4,93.918,-42.7,4.962,5228.1
0,27,other,married,basic.6y,0,0,1,telephone,jul,wed,8,0,1.4,93.918,-42.7,4.962,5228.1
0,25,technician,married,university.degree,0,0,0,telephone,jul,wed,1,0,1.4,93.918,-42.7,4.962,5228.1
0,46,technician,married,university.degree,0,0,0,cellular,jul,wed,1,0,1.4,93.918,-42.7,4.962,5228.1
0,39,technician,married,professional.course,0,1,0,cellular,jul,wed,2,0,1.4,93.918,-42.7,4.962,5228.1
0,46,technician,married,university.degree,0,0,0,telephone,jul,wed,1,0,1.4,93.918,-42.7,4.962,5228.1
0,27,technician,single,high.school,0,0,0,cellular,jul,wed,2,0,1.4,93.918,-42.7,4.962,5228.1
1,58,retired,married,basic.4y,0,0,0,cellular,jul,wed,1,0,1.4,93.918,-42.7,4.962,5228.1
1,28,blue-collar,single,professional.course,0,0,0,cellular,jul,wed,4,0,1.4,93.918,-42.7,4.962,5228.1
0,32,technician,single,university.degree,0,1,1,telephone,jul,wed,43,0,1.4,93.918,-42.7,4.962,5228.1
0,28,technician,single,university.degree,0,1,0,cellular,jul,wed,2,0,1.4,93.918,-42.7,4.962,5228.1
0,31,admin.,single,high.school,0,0,0,cellular,jul,wed,1,0,1.4,93.918,-42.7,4.962,5228.1
0,27,admin.,married,university.degree,0,0,0,cellular,jul,wed,4,0,1.4,93.918,-42.7,4.962,5228.1
0,38,technician,married,professional.course,0,0,0,telephone,jul,wed,1,0,1.4,93.918,-42.7,4.962,5228.1
0,36,technician,divorced,basic.9y,0,0,0,telephone,jul,wed,1,0,1.4,93.918,-42.7,4.962,5228.1
1,39,blue-collar,married,basic.6y,0,1,0,cellular,jul,wed,6,0,1.4,93.918,-42.7,4.962,5228.1
0,36,technician,divorced,basic.9y,0,0,0,telephone,jul,wed,1,0,1.4,93.918,-42.7,4.962,5228.1
1,27,admin.,single,university.degree,0,0,0,cellular,jul,wed,2,0,1.4,93.918,-42.7,4.962,5228.1
0,36,technician,divorced,basic.9y,0,1,0,cellular,jul,wed,1,0,1.4,93.918,-42.7,4.962,5228.1
0,53,services,divorced,basic.4y,0,1,0,cellular,jul,wed,1,0,1.4,93.918,-42.7,4.962,5228.1
0,52,blue-collar,divorced,basic.9y,0,0,0,cellular,jul,wed,4,0,1.4,93.918,-42.7,4.962,5228.1
0,54,other,married,basic.4y,0,0,0,cellular,jul,wed,1,0,1.4,93.918,-42.7,4.962,5228.1
1,30,services,single,high.school,0,0,0,cellular,jul,wed,3,0,1.4,93.918,-42.7,4.962,5228.1
0,31,blue-collar,married,basic.4y,0,0,0,telephone,jul,thu,2,0,1.4,93.918,-42.7,4.963,5228.1
0,44,blue-collar,married,basic.6y,0,0,0,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
0,48,blue-collar,married,basic.9y,0,1,0,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
0,40,blue-collar,married,basic.4y,0,1,0,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
0,31,blue-collar,divorced,basic.9y,0,1,0,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
0,40,blue-collar,married,basic.4y,0,0,1,telephone,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
0,40,blue-collar,married,basic.4y,0,1,0,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
0,40,blue-collar,married,basic.4y,0,1,0,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
1,51,other,married,professional.course,0,1,1,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
0,39,blue-collar,married,basic.9y,0,1,0,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
1,34,technician,single,university.degree,0,1,0,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
0,28,admin.,single,university.degree,0,0,1,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
0,36,admin.,single,high.school,0,1,0,telephone,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
0,36,services,married,high.school,0,0,0,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
0,27,blue-collar,single,basic.9y,0,1,0,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
0,55,services,married,high.school,0,0,1,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
0,49,admin.,divorced,university.degree,0,0,0,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
0,36,blue-collar,married,basic.9y,0,1,0,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
1,33,blue-collar,single,basic.6y,0,0,0,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
0,42,blue-collar,married,basic.6y,0,0,0,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
0,46,admin.,divorced,university.degree,0,1,0,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
0,56,admin.,married,basic.4y,0,1,0,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
0,31,blue-collar,married,basic.9y,0,1,0,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
0,36,blue-collar,married,basic.9y,0,1,0,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
1,32,technician,married,professional.course,0,1,0,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
0,49,blue-collar,married,basic.9y,0,0,0,telephone,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
1,35,admin.,single,university.degree,0,0,0,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
0,33,technician,married,university.degree,0,1,0,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
0,34,blue-collar,divorced,basic.9y,0,1,0,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
0,25,admin.,single,high.school,0,0,0,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
0,54,retired,married,high.school,0,1,0,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
0,59,management,married,university.degree,0,0,0,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
0,54,other,married,university.degree,0,0,0,telephone,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
0,30,other,married,university.degree,0,1,0,cellular,jul,thu,2,0,1.4,93.918,-42.7,4.963,5228.1
0,28,admin.,married,high.school,0,0,0,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
0,26,technician,married,professional.course,0,0,0,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
0,25,technician,married,professional.course,0,0,0,cellular,jul,thu,3,0,1.4,93.918,-42.7,4.963,5228.1
0,32,services,married,high.school,0,0,0,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
1,26,technician,married,professional.course,0,1,0,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
0,46,admin.,divorced,university.degree,0,0,0,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
0,46,management,married,high.school,0,0,0,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
0,25,technician,single,professional.course,0,1,0,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
0,31,management,single,university.degree,0,1,1,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
0,36,admin.,divorced,university.degree,0,1,0,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
0,36,admin.,divorced,university.degree,0,0,0,telephone,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
1,43,blue-collar,single,basic.9y,0,1,0,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
0,42,admin.,single,university.degree,0,1,0,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
0,38,blue-collar,single,basic.6y,0,1,1,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
0,32,admin.,single,university.degree,0,0,0,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
0,32,admin.,single,university.degree,0,0,0,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
0,30,technician,single,professional.course,0,1,0,cellular,jul,thu,6,0,1.4,93.918,-42.7,4.963,5228.1
0,32,technician,single,university.degree,0,1,0,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
1,57,management,married,basic.4y,0,0,1,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
0,34,technician,married,high.school,0,0,1,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
1,42,blue-collar,married,basic.9y,0,0,1,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
0,39,blue-collar,married,basic.6y,0,0,1,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
0,54,blue-collar,divorced,basic.4y,0,1,1,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
0,27,technician,married,professional.course,0,1,0,telephone,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
0,29,blue-collar,single,basic.6y,0,0,0,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
0,30,blue-collar,married,professional.course,0,0,0,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
0,30,services,single,high.school,0,0,0,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
0,39,blue-collar,married,university.degree,0,0,0,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
0,40,retired,divorced,basic.4y,0,0,0,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
0,29,blue-collar,single,basic.9y,0,1,0,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
0,30,blue-collar,single,basic.9y,0,1,0,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
0,27,technician,single,university.degree,0,0,0,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
0,24,services,married,high.school,0,0,0,telephone,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
0,41,blue-collar,single,basic.4y,0,1,0,cellular,jul,thu,6,0,1.4,93.918,-42.7,4.963,5228.1
0,30,blue-collar,married,basic.9y,0,1,0,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
1,28,admin.,single,high.school,0,0,0,cellular,jul,thu,2,0,1.4,93.918,-42.7,4.963,5228.1
0,31,technician,single,university.degree,0,1,1,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
0,31,blue-collar,single,basic.9y,0,1,0,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
0,33,admin.,single,high.school,0,1,0,telephone,jul,thu,6,0,1.4,93.918,-42.7,4.963,5228.1
0,22,technician,single,basic.9y,0,0,0,telephone,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
0,29,admin.,married,university.degree,0,1,0,telephone,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
0,29,blue-collar,single,basic.9y,0,0,0,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
0,48,technician,married,basic.9y,0,0,0,cellular,jul,thu,3,0,1.4,93.918,-42.7,4.963,5228.1
1,54,blue-collar,married,high.school,0,0,0,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
0,49,management,divorced,university.degree,0,0,0,cellular,jul,thu,5,0,1.4,93.918,-42.7,4.963,5228.1
0,23,technician,single,professional.course,0,0,0,telephone,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
0,26,blue-collar,married,basic.9y,0,0,0,telephone,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
1,31,admin.,married,high.school,0,1,0,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
0,31,admin.,married,high.school,0,0,0,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
1,55,management,married,university.degree,0,1,0,cellular,jul,thu,7,0,1.4,93.918,-42.7,4.963,5228.1
1,31,admin.,married,high.school,0,0,0,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
0,31,admin.,married,high.school,0,0,0,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
0,32,admin.,married,university.degree,0,0,0,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
0,31,admin.,married,high.school,0,1,0,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
0,46,blue-collar,single,basic.9y,0,1,0,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
0,46,blue-collar,single,basic.9y,0,0,0,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
0,28,admin.,single,university.degree,0,1,0,telephone,jul,thu,2,0,1.4,93.918,-42.7,4.963,5228.1
0,30,other,married,university.degree,0,0,0,cellular,jul,thu,6,0,1.4,93.918,-42.7,4.963,5228.1
1,25,admin.,single,high.school,0,1,0,cellular,jul,thu,4,0,1.4,93.918,-42.7,4.963,5228.1
1,42,blue-collar,married,basic.9y,0,1,0,cellular,jul,thu,5,0,1.4,93.918,-42.7,4.963,5228.1
1,40,blue-collar,married,basic.4y,0,0,0,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
1,38,blue-collar,married,basic.6y,0,0,0,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
0,38,blue-collar,married,basic.6y,0,1,0,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
1,32,other,single,professional.course,0,0,0,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
0,42,blue-collar,married,basic.9y,0,1,0,cellular,jul,thu,3,0,1.4,93.918,-42.7,4.963,5228.1
0,38,blue-collar,married,basic.6y,0,0,0,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
0,38,blue-collar,married,basic.6y,0,1,0,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
0,38,blue-collar,married,basic.6y,0,0,0,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
1,48,technician,married,basic.9y,0,0,1,cellular,jul,thu,3,0,1.4,93.918,-42.7,4.963,5228.1
0,44,blue-collar,married,basic.9y,0,1,0,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
0,41,other,divorced,professional.course,0,0,0,cellular,jul,thu,5,0,1.4,93.918,-42.7,4.963,5228.1
0,50,retired,divorced,basic.4y,0,1,0,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
0,41,other,divorced,professional.course,0,1,0,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
0,27,admin.,single,high.school,0,1,0,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
0,50,management,single,university.degree,0,0,0,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
0,23,blue-collar,single,basic.9y,0,1,0,cellular,jul,thu,2,0,1.4,93.918,-42.7,4.963,5228.1
0,32,blue-collar,married,basic.9y,0,1,1,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
0,28,blue-collar,single,professional.course,0,1,0,cellular,jul,thu,5,0,1.4,93.918,-42.7,4.963,5228.1
0,26,other,single,high.school,0,1,1,telephone,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
0,30,blue-collar,married,professional.course,0,0,0,telephone,jul,thu,3,0,1.4,93.918,-42.7,4.963,5228.1
1,35,blue-collar,married,basic.9y,0,0,0,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
0,31,blue-collar,married,basic.4y,0,1,0,cellular,jul,thu,3,0,1.4,93.918,-42.7,4.963,5228.1
1,42,blue-collar,married,basic.9y,0,0,0,cellular,jul,thu,3,0,1.4,93.918,-42.7,4.963,5228.1
0,29,technician,married,professional.course,0,0,0,cellular,jul,thu,9,0,1.4,93.918,-42.7,4.963,5228.1
0,48,technician,married,basic.6y,0,0,0,cellular,jul,thu,5,0,1.4,93.918,-42.7,4.963,5228.1
0,28,admin.,single,university.degree,0,1,0,cellular,jul,thu,3,0,1.4,93.918,-42.7,4.963,5228.1
1,31,technician,married,professional.course,0,0,1,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
0,41,other,divorced,professional.course,0,1,1,cellular,jul,thu,5,0,1.4,93.918,-42.7,4.963,5228.1
1,23,services,single,high.school,0,0,0,cellular,jul,thu,3,0,1.4,93.918,-42.7,4.963,5228.1
0,33,blue-collar,single,basic.9y,0,1,0,telephone,jul,thu,7,0,1.4,93.918,-42.7,4.963,5228.1
0,33,admin.,single,high.school,0,1,0,cellular,jul,thu,14,0,1.4,93.918,-42.7,4.963,5228.1
0,40,technician,married,university.degree,0,1,0,cellular,jul,thu,3,0,1.4,93.918,-42.7,4.963,5228.1
1,31,technician,married,professional.course,0,0,0,cellular,jul,thu,1,0,1.4,93.918,-42.7,4.963,5228.1
0,41,blue-collar,divorced,basic.6y,0,0,0,cellular,jul,fri,1,0,1.4,93.918,-42.7,4.963,5228.1
0,29,technician,married,unknown,0,1,0,cellular,jul,fri,1,0,1.4,93.918,-42.7,4.963,5228.1
1,30,services,married,high.school,0,1,0,cellular,jul,fri,1,0,1.4,93.918,-42.7,4.963,5228.1
1,35,admin.,married,high.school,0,1,0,cellular,jul,fri,1,0,1.4,93.918,-42.7,4.963,5228.1
0,33,admin.,divorced,high.school,0,1,0,cellular,jul,fri,1,0,1.4,93.918,-42.7,4.963,5228.1
0,35,blue-collar,married,basic.9y,0,1,0,cellular,jul,fri,1,0,1.4,93.918,-42.7,4.963,5228.1
0,35,blue-collar,married,basic.9y,0,1,1,cellular,jul,fri,1,0,1.4,93.918,-42.7,4.963,5228.1
0,42,blue-collar,married,basic.4y,0,0,0,cellular,jul,fri,1,0,1.4,93.918,-42.7,4.963,5228.1
0,30,blue-collar,single,basic.6y,0,0,0,cellular,jul,fri,1,0,1.4,93.918,-42.7,4.963,5228.1
0,24,other,single,basic.4y,0,0,0,cellular,jul,fri,1,0,1.4,93.918,-42.7,4.963,5228.1
0,24,other,single,basic.4y,0,0,0,cellular,jul,fri,1,0,1.4,93.918,-42.7,4.963,5228.1
0,24,other,single,basic.4y,0,0,0,cellular,jul,fri,1,0,1.4,93.918,-42.7,4.963,5228.1
0,38,blue-collar,married,basic.6y,0,1,0,cellular,jul,fri,1,0,1.4,93.918,-42.7,4.963,5228.1
0,34,technician,married,professional.course,0,0,1,cellular,jul,fri,1,0,1.4,93.918,-42.7,4.963,5228.1
0,51,blue-collar,married,basic.9y,0,1,0,cellular,jul,fri,1,0,1.4,93.918,-42.7,4.963,5228.1
0,49,retired,single,basic.4y,0,0,0,cellular,jul,fri,1,0,1.4,93.918,-42.7,4.963,5228.1
0,22,services,single,high.school,0,1,0,cellular,jul,fri,2,0,1.4,93.918,-42.7,4.963,5228.1
0,56,technician,married,professional.course,0,0,0,cellular,jul,fri,2,0,1.4,93.918,-42.7,4.963,5228.1
0,32,management,single,high.school,0,0,0,cellular,jul,fri,2,0,1.4,93.918,-42.7,4.963,5228.1
1,53,retired,married,basic.9y,0,1,0,cellular,jul,fri,2,0,1.4,93.918,-42.7,4.963,5228.1
0,55,retired,married,university.degree,0,1,0,cellular,jul,fri,2,0,1.4,93.918,-42.7,4.963,5228.1
0,33,admin.,married,high.school,0,1,0,cellular,jul,fri,2,0,1.4,93.918,-42.7,4.963,5228.1
0,43,blue-collar,divorced,basic.4y,0,1,0,cellular,jul,fri,2,0,1.4,93.918,-42.7,4.963,5228.1
0,32,admin.,single,university.degree,0,0,0,cellular,jul,fri,2,0,1.4,93.918,-42.7,4.963,5228.1
0,27,other,single,high.school,0,1,0,cellular,jul,fri,2,0,1.4,93.918,-42.7,4.963,5228.1
0,35,admin.,single,university.degree,0,1,0,cellular,jul,fri,2,0,1.4,93.918,-42.7,4.963,5228.1
0,30,admin.,single,high.school,0,1,0,cellular,jul,fri,2,0,1.4,93.918,-42.7,4.963,5228.1
0,50,blue-collar,divorced,basic.9y,0,0,0,cellular,jul,fri,2,0,1.4,93.918,-42.7,4.963,5228.1
